abs_path,file_name,label
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther25_99.jpg,Alex Lawther25_99.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther22_84.jpg,Alex Lawther22_84.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther27_101.jpg,Alex Lawther27_101.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther148_37.jpg,Alex Lawther148_37.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther174_57.jpg,Alex Lawther174_57.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther66_130.jpg,Alex Lawther66_130.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther241_95.jpg,Alex Lawther241_95.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther49_119.jpg,Alex Lawther49_119.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther129_24.jpg,Alex Lawther129_24.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther116_14.jpg,Alex Lawther116_14.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther91_144.jpg,Alex Lawther91_144.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther220_85.jpg,Alex Lawther220_85.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther51_122.jpg,Alex Lawther51_122.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther198_70.jpg,Alex Lawther198_70.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther93_146.jpg,Alex Lawther93_146.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther245_97.jpg,Alex Lawther245_97.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther154_42.jpg,Alex Lawther154_42.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther75_137.jpg,Alex Lawther75_137.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther209_75.jpg,Alex Lawther209_75.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther160_47.jpg,Alex Lawther160_47.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther228_91.jpg,Alex Lawther228_91.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther238_94.jpg,Alex Lawther238_94.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther136_29.jpg,Alex Lawther136_29.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther47_117.jpg,Alex Lawther47_117.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther110_11.jpg,Alex Lawther110_11.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther11_10.jpg,Alex Lawther11_10.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther149_39.jpg,Alex Lawther149_39.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther121_18.jpg,Alex Lawther121_18.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther92_145.jpg,Alex Lawther92_145.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther158_44.jpg,Alex Lawther158_44.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther140_31.jpg,Alex Lawther140_31.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther52_123.jpg,Alex Lawther52_123.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther223_88.jpg,Alex Lawther223_88.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther172_55.jpg,Alex Lawther172_55.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther188_66.jpg,Alex Lawther188_66.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther179_60.jpg,Alex Lawther179_60.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther177_59.jpg,Alex Lawther177_59.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther0_0.jpg,Alex Lawther0_0.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther226_90.jpg,Alex Lawther226_90.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther131_26.jpg,Alex Lawther131_26.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther74_136.jpg,Alex Lawther74_136.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther112_12.jpg,Alex Lawther112_12.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther184_64.jpg,Alex Lawther184_64.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther4_112.jpg,Alex Lawther4_112.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Alex Lawther/Alex Lawther156_43.jpg,Alex Lawther156_43.jpg,Alex Lawther
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna14_3975.jpg,Rihanna14_3975.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna148_3979.jpg,Rihanna148_3979.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna80_4070.jpg,Rihanna80_4070.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna0_3949.jpg,Rihanna0_3949.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna11_3957.jpg,Rihanna11_3957.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna218_4018.jpg,Rihanna218_4018.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna77_4069.jpg,Rihanna77_4069.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna118_3962.jpg,Rihanna118_3962.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna235_4029.jpg,Rihanna235_4029.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna246_4036.jpg,Rihanna246_4036.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna172_3998.jpg,Rihanna172_3998.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna76_4068.jpg,Rihanna76_4068.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna219_4019.jpg,Rihanna219_4019.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna227_4024.jpg,Rihanna227_4024.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna48_4055.jpg,Rihanna48_4055.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna81_4071.jpg,Rihanna81_4071.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna99_4083.jpg,Rihanna99_4083.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna101_3952.jpg,Rihanna101_3952.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna7_4066.jpg,Rihanna7_4066.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna21_4015.jpg,Rihanna21_4015.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna149_3980.jpg,Rihanna149_3980.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna216_4017.jpg,Rihanna216_4017.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna161_3993.jpg,Rihanna161_3993.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna20_4011.jpg,Rihanna20_4011.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna24_4033.jpg,Rihanna24_4033.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna10_3951.jpg,Rihanna10_3951.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna249_4039.jpg,Rihanna249_4039.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna55_4057.jpg,Rihanna55_4057.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna249_4038.jpg,Rihanna249_4038.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna178_4002.jpg,Rihanna178_4002.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna199_4009.jpg,Rihanna199_4009.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna149_3981.jpg,Rihanna149_3981.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna154_3986.jpg,Rihanna154_3986.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna160_3992.jpg,Rihanna160_3992.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna3_4043.jpg,Rihanna3_4043.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna6_4061.jpg,Rihanna6_4061.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna180_4004.jpg,Rihanna180_4004.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna230_4026.jpg,Rihanna230_4026.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna192_4008.jpg,Rihanna192_4008.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna35_4047.jpg,Rihanna35_4047.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna28_4042.jpg,Rihanna28_4042.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna73_4067.jpg,Rihanna73_4067.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna34_4046.jpg,Rihanna34_4046.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna43_4053.jpg,Rihanna43_4053.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna93_4078.jpg,Rihanna93_4078.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna181_4005.jpg,Rihanna181_4005.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna113_3959.jpg,Rihanna113_3959.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna149_3982.jpg,Rihanna149_3982.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna153_3985.jpg,Rihanna153_3985.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna63_4063.jpg,Rihanna63_4063.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna237_4031.jpg,Rihanna237_4031.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna140_3976.jpg,Rihanna140_3976.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna175_4000.jpg,Rihanna175_4000.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna141_3977.jpg,Rihanna141_3977.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna107_3956.jpg,Rihanna107_3956.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna236_4030.jpg,Rihanna236_4030.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna32_4045.jpg,Rihanna32_4045.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna152_3984.jpg,Rihanna152_3984.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna220_4020.jpg,Rihanna220_4020.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna16_3991.jpg,Rihanna16_3991.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna170_3996.jpg,Rihanna170_3996.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna19_4007.jpg,Rihanna19_4007.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna94_4079.jpg,Rihanna94_4079.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna106_3955.jpg,Rihanna106_3955.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna171_3997.jpg,Rihanna171_3997.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna159_3990.jpg,Rihanna159_3990.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna5_4056.jpg,Rihanna5_4056.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna25_4040.jpg,Rihanna25_4040.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna23_4025.jpg,Rihanna23_4025.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna221_4021.jpg,Rihanna221_4021.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna121_3963.jpg,Rihanna121_3963.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna90_4076.jpg,Rihanna90_4076.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna174_3999.jpg,Rihanna174_3999.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna36_4048.jpg,Rihanna36_4048.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna18_4003.jpg,Rihanna18_4003.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna233_4028.jpg,Rihanna233_4028.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna17_3995.jpg,Rihanna17_3995.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna157_3988.jpg,Rihanna157_3988.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna56_4058.jpg,Rihanna56_4058.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna137_3972.jpg,Rihanna137_3972.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna207_4014.jpg,Rihanna207_4014.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna44_4054.jpg,Rihanna44_4054.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna95_4080.jpg,Rihanna95_4080.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna68_4064.jpg,Rihanna68_4064.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna4_4050.jpg,Rihanna4_4050.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna57_4059.jpg,Rihanna57_4059.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna111_3958.jpg,Rihanna111_3958.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna2_4010.jpg,Rihanna2_4010.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna125_3966.jpg,Rihanna125_3966.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna41_4052.jpg,Rihanna41_4052.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna203_4012.jpg,Rihanna203_4012.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna59_4060.jpg,Rihanna59_4060.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna156_3987.jpg,Rihanna156_3987.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna232_4027.jpg,Rihanna232_4027.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna139_3974.jpg,Rihanna139_3974.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna124_3965.jpg,Rihanna124_3965.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna238_4032.jpg,Rihanna238_4032.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna225_4023.jpg,Rihanna225_4023.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna40_4051.jpg,Rihanna40_4051.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna88_4075.jpg,Rihanna88_4075.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna182_4006.jpg,Rihanna182_4006.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna215_4016.jpg,Rihanna215_4016.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna83_4073.jpg,Rihanna83_4073.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna158_3989.jpg,Rihanna158_3989.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna245_4035.jpg,Rihanna245_4035.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna102_3953.jpg,Rihanna102_3953.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna38_4049.jpg,Rihanna38_4049.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna82_4072.jpg,Rihanna82_4072.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna133_3970.jpg,Rihanna133_3970.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna163_3994.jpg,Rihanna163_3994.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna139_3973.jpg,Rihanna139_3973.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna96_4081.jpg,Rihanna96_4081.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna147_3978.jpg,Rihanna147_3978.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna243_4034.jpg,Rihanna243_4034.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna248_4037.jpg,Rihanna248_4037.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna117_3961.jpg,Rihanna117_3961.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna150_3983.jpg,Rihanna150_3983.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna135_3971.jpg,Rihanna135_3971.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna97_4082.jpg,Rihanna97_4082.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna92_4077.jpg,Rihanna92_4077.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna116_3960.jpg,Rihanna116_3960.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna27_4041.jpg,Rihanna27_4041.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna104_3954.jpg,Rihanna104_3954.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna84_4074.jpg,Rihanna84_4074.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna30_4044.jpg,Rihanna30_4044.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna131_3969.jpg,Rihanna131_3969.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna176_4001.jpg,Rihanna176_4001.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna130_3968.jpg,Rihanna130_3968.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna129_3967.jpg,Rihanna129_3967.jpg,Rihanna
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Rihanna/Rihanna122_3964.jpg,Rihanna122_3964.jpg,Rihanna
